"idChambre","date","humidite","rayonnement","temperature","vpd"
"C2","2019-03-07 09:30:00",64.89,0,21.84,0.919
"C2","2019-03-07 09:40:00",64.49,0,21.84,0.929
"C2","2019-03-07 09:50:00",64.7,0.069,21.83,0.923
"C2","2019-03-07 10:00:00",64.59,0,21.86,0.927
"C2","2019-03-07 10:10:00",64.6,0,21.85,0.927
"C2","2019-03-07 10:20:00",64.78,0,21.84,0.922
"C2","2019-03-07 10:30:00",64.31,0,21.84,0.934
"C2","2019-03-07 10:40:00",64.54,0,21.84,0.928
"C2","2019-03-07 10:50:00",64.36,0,21.83,0.932
"C2","2019-03-07 11:00:00",64.53,0,21.84,0.929
"C2","2019-03-07 11:10:00",64.72,0,21.84,0.923
"C2","2019-03-07 11:20:00",64.63,0,21.84,0.926
"C2","2019-03-07 11:30:00",64.66,0,21.9,0.928
"C2","2019-03-07 11:40:00",64.63,0,21.85,0.926
"C2","2019-03-07 11:50:00",64.81,0,21.86,0.922
"C2","2019-03-07 12:00:00",64.37,0,21.83,0.932
"C2","2019-03-07 12:10:00",64.38,0,21.83,0.932
"C2","2019-03-07 12:20:00",64.49,0,21.85,0.93
"C2","2019-03-07 12:30:00",64.38,0,21.83,0.931
"C2","2019-03-07 12:40:00",64.75,0,21.97,0.93
"C2","2019-03-07 12:50:00",64.63,0,21.85,0.926
"C2","2019-03-07 13:00:00",64.53,0,21.85,0.929
"C2","2019-03-07 13:10:00",64.44,0,21.83,0.93
"C2","2019-03-07 13:20:00",64.38,0,21.82,0.931
"C2","2019-03-07 13:30:00",64.12,0,21.84,0.939
"C2","2019-03-07 13:40:00",64.51,0,21.83,0.928
"C2","2019-03-07 13:50:00",64.49,0,21.81,0.928
"C2","2019-03-07 14:00:00",64.45,0,21.84,0.93
"C2","2019-03-07 14:10:00",64.34,0,21.81,0.932
"C2","2019-03-07 14:20:00",64.6,0,21.85,0.927
"C2","2019-03-07 14:30:00",64.39,0,21.81,0.93
"C2","2019-03-07 14:40:00",64.34,0,21.83,0.933
"C2","2019-03-07 14:50:00",63.92,0,21.84,0.945
"C2","2019-03-07 15:00:00",64.53,0,21.83,0.928
"C2","2019-03-07 15:10:00",64.41,0.069,21.81,0.93
"C2","2019-03-07 15:20:00",64.32,0,21.79,0.931
"C2","2019-03-07 15:30:00",64.45,0,21.86,0.931
"C2","2019-03-07 15:40:00",64.44,0,21.82,0.93
"C2","2019-03-07 15:50:00",64.4,0,21.82,0.931
"C2","2019-03-07 16:00:00",64.38,0,21.86,0.933
"C2","2019-03-07 16:10:00",64.45,0.069,21.83,0.93
"C2","2019-03-07 16:20:00",64.6,0,21.87,0.928
"C2","2019-03-07 16:30:00",64.28,0,21.83,0.934
"C2","2019-03-07 16:40:00",64.39,0,21.83,0.931
"C2","2019-03-07 16:50:00",64.52,0,21.83,0.928
"C2","2019-03-07 17:00:00",64.51,0,21.85,0.929
"C2","2019-03-07 17:10:00",64.19,0,21.82,0.936
"C2","2019-03-07 17:20:00",64.1,0,21.8,0.937
"C2","2019-03-07 17:30:00",64.25,0,21.81,0.934
"C2","2019-03-07 17:40:00",64.29,0,21.81,0.933
"C2","2019-03-07 17:50:00",64.43,0,21.8,0.929
"C2","2019-03-07 18:00:00",64.43,0,21.83,0.93
"C2","2019-03-07 18:10:00",64.62,139.1,22.06,0.939
"C2","2019-03-07 18:20:00",66.07,167.8,22.11,0.903
"C2","2019-03-07 18:30:00",64.7,184.4,22.1,0.939
"C2","2019-03-07 18:40:00",66.59,183.1,21.98,0.882
"C2","2019-03-07 18:50:00",66.27,163.1,22.04,0.894
"C2","2019-03-07 19:00:00",65.18,160.4,22.16,0.93
"C2","2019-03-07 19:10:00",66.19,160.5,22.06,0.897
"C2","2019-03-07 19:20:00",66.31,153.5,22.12,0.897
"C2","2019-03-07 19:30:00",65.95,165.1,22.06,0.904
"C2","2019-03-07 19:40:00",66.77,159.8,22.09,0.883
"C2","2019-03-07 19:50:00",65.4,163.5,22.16,0.924
"C2","2019-03-07 20:00:00",66.31,176,22.04,0.893
"C2","2019-03-07 20:10:00",66.54,187.1,21.98,0.884
"C2","2019-03-07 20:20:00",67.4,175.6,22.05,0.864
"C2","2019-03-07 20:30:00",65.02,162.6,22.08,0.929
"C2","2019-03-07 20:40:00",66.61,163.7,22,0.882
"C2","2019-03-07 20:50:00",67.95,155.4,22.05,0.85
"C2","2019-03-07 21:00:00",65.18,163.7,22.15,0.928
"C2","2019-03-07 21:10:00",66.15,161,22.09,0.899
"C2","2019-03-07 21:20:00",67.03,153.2,22.07,0.875
"C2","2019-03-07 21:30:00",66,161.8,22.13,0.906
"C2","2019-03-07 21:40:00",65.39,156.1,22.05,0.918
"C2","2019-03-07 21:50:00",66.07,152.5,22.09,0.902
"C2","2019-03-07 22:00:00",66.38,166.7,22.08,0.893
"C2","2019-03-07 22:10:00",67.11,164.8,22.13,0.876
"C2","2019-03-07 22:20:00",66.27,152.2,22.07,0.895
"C2","2019-03-07 22:30:00",65.94,164.6,22.05,0.903
"C2","2019-03-07 22:40:00",65.27,158.1,22.14,0.926
"C2","2019-03-07 22:50:00",66.61,151,22.02,0.884
"C2","2019-03-07 23:00:00",66.6,163.3,22.01,0.883
"C2","2019-03-07 23:10:00",66.5,157.3,22.13,0.892
"C2","2019-03-07 23:20:00",65.7,151.3,22.07,0.911
"C2","2019-03-07 23:30:00",66.44,165,22.13,0.894
"C2","2019-03-07 23:40:00",65.28,164.2,22.12,0.925
"C2","2019-03-07 23:50:00",66.35,154.6,22.08,0.894
"C2","2019-03-08 00:00:00",66.25,166.6,22.03,0.894
"C2","2019-03-08 00:10:00",66.71,162.8,22.12,0.887
"C2","2019-03-08 00:20:00",65.67,150.3,22.11,0.914
"C2","2019-03-08 00:30:00",66,164.7,22.08,0.903
"C2","2019-03-08 00:40:00",66.06,165,22.09,0.902
"C2","2019-03-08 00:50:00",65.04,147.7,22.11,0.93
"C2","2019-03-08 01:00:00",66.32,157.3,21.99,0.89
"C2","2019-03-08 01:10:00",67.33,158.6,22.03,0.866
"C2","2019-03-08 01:20:00",67.06,147.3,22.02,0.872
"C2","2019-03-08 01:30:00",65.06,161.4,22.1,0.929
"C2","2019-03-08 01:40:00",66.29,158.5,22.02,0.892
"C2","2019-03-08 01:50:00",67.28,154.4,22.01,0.865
"C2","2019-03-08 02:00:00",64.82,158,22.13,0.937
"C2","2019-03-08 02:10:00",66.34,158.4,21.96,0.888
"C2","2019-03-08 02:20:00",67.07,170.2,22,0.87
"C2","2019-03-08 02:30:00",66.22,186.3,22.07,0.897
"C2","2019-03-08 02:40:00",64.85,185.9,22.02,0.93
"C2","2019-03-08 02:50:00",66.06,161.9,21.98,0.896
"C2","2019-03-08 03:00:00",66.1,165.7,22.07,0.9
"C2","2019-03-08 03:10:00",66.52,160.1,22.1,0.89
"C2","2019-03-08 03:20:00",65.55,150.1,22.05,0.913
"C2","2019-03-08 03:30:00",66.15,162.7,22.07,0.899
"C2","2019-03-08 03:40:00",65.79,160.7,22.03,0.906
"C2","2019-03-08 03:50:00",65.82,154.7,22.02,0.904
"C2","2019-03-08 04:00:00",64.6,162.6,22.01,0.936
"C2","2019-03-08 04:10:00",66.7,160.2,21.97,0.879
"C2","2019-03-08 04:20:00",66.5,147.5,22.05,0.888
"C2","2019-03-08 04:30:00",66.19,159.6,22.1,0.899
"C2","2019-03-08 04:40:00",65.94,155.1,22.11,0.906
"C2","2019-03-08 04:50:00",65.21,145.5,21.99,0.92
"C2","2019-03-08 05:00:00",65.91,156.6,21.99,0.901
"C2","2019-03-08 05:10:00",65.49,155,22.04,0.915
"C2","2019-03-08 05:20:00",66.86,148.6,22.09,0.881
"C2","2019-03-08 05:30:00",65.15,161.9,22.08,0.926
"C2","2019-03-08 05:40:00",65.56,157.7,22.07,0.914
"C2","2019-03-08 05:50:00",65.07,150.7,22.13,0.931
"C2","2019-03-08 06:00:00",65.03,160.6,22,0.924
"C2","2019-03-08 06:10:00",70,0,21.62,0.775
"C2","2019-03-08 06:20:00",67.71,0,21.81,0.844
"C2","2019-03-08 06:30:00",64.89,0,21.79,0.916
"C2","2019-03-08 06:40:00",64.42,0,21.77,0.927
"C2","2019-03-08 06:50:00",64.61,0,21.79,0.923
"C2","2019-03-08 07:00:00",64.55,0,21.79,0.925
"C2","2019-03-08 07:10:00",64.46,0,21.8,0.928
"C2","2019-03-08 07:20:00",64.69,0,21.8,0.922
"C2","2019-03-08 07:30:00",64.35,0,21.81,0.931
"C2","2019-03-08 07:40:00",64.44,0,21.79,0.928
"C2","2019-03-08 07:50:00",64.6,0,21.83,0.926
"C2","2019-03-08 08:00:00",64.58,0,21.81,0.925
"C2","2019-03-08 08:10:00",64.42,0,21.81,0.93
"C2","2019-03-08 08:20:00",64.5,0,21.81,0.927
"C2","2019-03-08 08:30:00",64.18,0,21.8,0.935
"C2","2019-03-08 08:40:00",64.16,0,21.79,0.935
"C2","2019-03-08 08:50:00",64.38,0,21.82,0.931
"C2","2019-03-08 09:00:00",64.07,0,21.81,0.939
"C2","2019-03-08 09:10:00",64.1,0,21.82,0.939
"C2","2019-03-08 09:20:00",64.43,0,21.81,0.929
"C2","2019-03-08 09:30:00",64.29,0,21.79,0.932
"C2","2019-03-08 09:40:00",64.4,0,21.87,0.934
"C2","2019-03-08 09:50:00",64.65,0,21.82,0.924
"C2","2019-03-08 10:00:00",64.31,0.069,21.84,0.934
"C2","2019-03-08 10:10:00",64.36,0,21.81,0.931
"C2","2019-03-08 10:20:00",64.29,0,21.82,0.933
"C2","2019-03-08 10:30:00",64.35,0.069,21.81,0.932
"C2","2019-03-08 10:40:00",64.6,0,21.86,0.928
"C2","2019-03-08 10:50:00",64.43,0,21.85,0.931
"C2","2019-03-08 11:00:00",64.35,0,21.8,0.931
"C2","2019-03-08 11:10:00",64.29,0,21.85,0.935
"C2","2019-03-08 11:20:00",64.47,0,21.84,0.93
"C2","2019-03-08 11:30:00",64.51,0,21.88,0.931
"C2","2019-03-08 11:40:00",64.38,0,21.81,0.93
"C2","2019-03-08 11:50:00",64.67,0,21.82,0.923
"C2","2019-03-08 12:00:00",64.35,0,21.82,0.932
"C2","2019-03-08 12:10:00",64.64,0,21.83,0.925
"C2","2019-03-08 12:20:00",64.29,0,21.83,0.934
"C2","2019-03-08 12:30:00",64.21,0,21.84,0.937
"C2","2019-03-08 12:40:00",64.17,0,21.85,0.938
"C2","2019-03-08 12:50:00",57.96,0,21.92,1.106
"C2","2019-03-08 13:00:00",63.07,0,21.96,0.974
"C2","2019-03-08 13:10:00",64.16,0,21.84,0.938
"C2","2019-03-08 13:20:00",64.55,0,21.8,0.926
"C2","2019-03-08 13:30:00",64.56,0,21.82,0.927
"C2","2019-03-08 13:40:00",64.01,0,21.87,0.944
"C2","2019-03-08 13:50:00",64.66,0,21.83,0.924
"C2","2019-03-08 14:00:00",64.32,0.069,21.87,0.936
"C2","2019-03-08 14:10:00",64.35,0,21.86,0.934
"C2","2019-03-08 14:20:00",64.53,0,21.83,0.928
"C2","2019-03-08 14:30:00",64.46,0.069,21.84,0.93
"C2","2019-03-08 14:40:00",64.21,0,21.84,0.937
"C2","2019-03-08 14:50:00",64.23,0,21.81,0.934
"C2","2019-03-08 15:00:00",64.34,0,21.85,0.934
"C2","2019-03-08 15:10:00",64.55,0,21.83,0.927
"C2","2019-03-08 15:20:00",64.13,0,21.84,0.938
"C2","2019-03-08 15:30:00",64.13,0,21.83,0.938
"C2","2019-03-08 15:40:00",64.23,0,21.84,0.936
"C2","2019-03-08 15:50:00",64.32,0,21.84,0.934
"C2","2019-03-08 16:00:00",64.37,0,21.83,0.932
"C2","2019-03-08 16:10:00",64.48,0,21.85,0.931
"C2","2019-03-08 16:20:00",64.56,0,21.82,0.927
"C2","2019-03-08 16:30:00",64.64,0,21.89,0.928
"C2","2019-03-08 16:40:00",64.47,0,21.82,0.929
"C2","2019-03-08 16:50:00",64.56,0,21.81,0.926
"C2","2019-03-08 17:00:00",64.43,0,21.89,0.934
"C2","2019-03-08 17:10:00",64.62,0,21.88,0.928
"C2","2019-03-08 17:20:00",64.56,0,21.84,0.927
"C2","2019-03-08 17:30:00",64.53,0,21.83,0.928
"C2","2019-03-08 17:40:00",64.36,0,21.86,0.934
"C2","2019-03-08 17:50:00",63.86,0,21.76,0.942
"C2","2019-03-08 18:00:00",64.62,0,21.88,0.929
"C2","2019-03-08 18:10:00",64.37,167.5,22.1,0.948
"C2","2019-03-08 18:20:00",65.54,194,22.14,0.919
"C2","2019-03-08 18:30:00",66.07,187.8,22.04,0.899
"C2","2019-03-08 18:40:00",66.49,190.4,22.12,0.892
"C2","2019-03-08 18:50:00",65.57,195.7,22.08,0.915
"C2","2019-03-08 19:00:00",65.46,189.9,22.05,0.916
"C2","2019-03-08 19:10:00",66.9,176.6,22.04,0.877
"C2","2019-03-08 19:20:00",66.29,184.7,22.08,0.895
"C2","2019-03-08 19:30:00",65.59,187,22.06,0.913
"C2","2019-03-08 19:40:00",66.05,188.2,22.04,0.9
"C2","2019-03-08 19:50:00",66.76,191.3,22.08,0.883
"C2","2019-03-08 20:00:00",65.32,188.7,22.07,0.921
"C2","2019-03-08 20:10:00",65.93,192.9,22.03,0.902
"C2","2019-03-08 20:20:00",66.45,189.9,22.08,0.891
"C2","2019-03-08 20:30:00",65.99,193.2,22.1,0.904
"C2","2019-03-08 20:40:00",65.97,190.4,22.02,0.901
"C2","2019-03-08 20:50:00",66.43,190.6,22.05,0.89
"C2","2019-03-08 21:00:00",66.42,195,22.07,0.891
"C2","2019-03-08 21:10:00",65.99,192.3,22.03,0.901
"C2","2019-03-08 21:20:00",66.5,189.1,22.02,0.887
"C2","2019-03-08 21:30:00",66.68,190.1,22.08,0.885
"C2","2019-03-08 21:40:00",65.61,184.1,22.09,0.914
"C2","2019-03-08 21:50:00",66.89,189.5,22,0.875
"C2","2019-03-08 22:00:00",66.38,192.5,22.04,0.891
"C2","2019-03-08 22:10:00",66.22,191.5,22.07,0.897
"C2","2019-03-08 22:20:00",65.59,183.2,22,0.909
"C2","2019-03-08 22:30:00",66.65,187.8,21.98,0.88
"C2","2019-03-08 22:40:00",66.47,181.6,22.09,0.891
"C2","2019-03-08 22:50:00",64.65,184.1,22.04,0.937
"C2","2019-03-08 23:00:00",66.23,184.8,21.96,0.89
"C2","2019-03-08 23:10:00",67.13,184.1,22.02,0.87
"C2","2019-03-08 23:20:00",66.31,191,22.09,0.895
"C2","2019-03-08 23:30:00",65.39,187.1,22.04,0.917
"C2","2019-03-08 23:40:00",66.24,188.4,22.01,0.893
"C2","2019-03-08 23:50:00",66.21,188.2,22.06,0.896
"C2","2019-03-09 00:00:00",65.7,187,22.03,0.909
"C2","2019-03-09 00:10:00",66.2,189.2,21.96,0.891
"C2","2019-03-09 00:20:00",66.18,188.5,22.04,0.896
"C2","2019-03-09 00:30:00",66.22,188.5,22.05,0.896
"C2","2019-03-09 00:40:00",65.33,191.9,22.04,0.919
"C2","2019-03-09 00:50:00",66.73,192.5,21.96,0.878
"C2","2019-03-09 01:00:00",66.24,188.4,22.04,0.895
"C2","2019-03-09 01:10:00",65.52,187.7,22.02,0.912
"C2","2019-03-09 01:20:00",66.62,188.5,22.06,0.886
"C2","2019-03-09 01:30:00",65.01,191.2,22.05,0.928
"C2","2019-03-09 01:40:00",66.8,191.6,21.98,0.876
"C2","2019-03-09 01:50:00",66.79,195,22.04,0.88
"C2","2019-03-09 02:00:00",65.83,192.8,22.08,0.908
"C2","2019-03-09 02:10:00",65.44,194.5,22.04,0.916
"C2","2019-03-09 02:20:00",66.35,196,21.93,0.886
"C2","2019-03-09 02:30:00",66.58,191.9,22.06,0.886
"C2","2019-03-09 02:40:00",65.57,190.6,22.01,0.911
"C2","2019-03-09 02:50:00",66.85,192.4,21.96,0.874
"C2","2019-03-09 03:00:00",66.34,192.6,22.08,0.894
"C2","2019-03-09 03:10:00",65.77,195.6,22.02,0.906
"C2","2019-03-09 03:20:00",66.96,190.8,21.92,0.87
"C2","2019-03-09 03:30:00",66.42,193,22.09,0.893
"C2","2019-03-09 03:40:00",65.48,189.4,22.03,0.915
"C2","2019-03-09 03:50:00",66.8,191.3,21.93,0.874
"C2","2019-03-09 04:00:00",66.58,195.3,22.07,0.887
"C2","2019-03-09 04:10:00",65.59,192.1,22.08,0.914
"C2","2019-03-09 04:20:00",66.15,188.9,21.99,0.894
"C2","2019-03-09 04:30:00",66.64,193.3,22,0.882
"C2","2019-03-09 04:40:00",66.32,193.9,22.07,0.894
"C2","2019-03-09 04:50:00",65.55,189.6,22.03,0.912
"C2","2019-03-09 05:00:00",66.4,193.4,21.95,0.885
"C2","2019-03-09 05:10:00",66.43,188.3,22.08,0.892
"C2","2019-03-09 05:20:00",65.38,181.6,22.02,0.917
"C2","2019-03-09 05:30:00",66.32,184.6,21.99,0.89
"C2","2019-03-09 05:40:00",66.89,191.1,22.02,0.876
"C2","2019-03-09 05:50:00",65.03,189.4,22.14,0.932
"C2","2019-03-09 06:00:00",66.27,191,21.97,0.89
"C2","2019-03-09 06:10:00",68.82,0,21.8,0.814
"C2","2019-03-09 06:20:00",68.95,0,21.79,0.81
"C2","2019-03-09 06:30:00",66.3,0,21.79,0.879
"C2","2019-03-09 06:40:00",64.51,0,21.79,0.926
"C2","2019-03-09 06:50:00",64.45,0,21.79,0.927
"C2","2019-03-09 07:00:00",64.82,0,21.79,0.918
"C2","2019-03-09 07:10:00",64.44,0,21.8,0.928
"C2","2019-03-09 07:20:00",64.32,0,21.83,0.933
"C2","2019-03-09 07:30:00",64.14,0,21.8,0.936
"C2","2019-03-09 07:40:00",64.47,0,21.82,0.929
"C2","2019-03-09 07:50:00",64.25,0,21.82,0.935
"C2","2019-03-09 08:00:00",64.44,0,21.82,0.93
"C2","2019-03-09 08:10:00",64.62,0,21.87,0.928
"C2","2019-03-09 08:20:00",64.25,0.138,21.8,0.933
"C2","2019-03-09 08:30:00",64.29,0,21.82,0.933
"C2","2019-03-09 08:40:00",64.4,0,21.82,0.931
"C2","2019-03-09 08:50:00",64.29,0,21.83,0.934
"C2","2019-03-09 09:00:00",64.29,0,21.82,0.934
"C2","2019-03-09 09:10:00",64.55,0,21.81,0.926
"C2","2019-03-09 09:20:00",64.25,0,21.83,0.935
"C2","2019-03-09 09:30:00",64.21,0,21.83,0.936
"C2","2019-03-09 09:40:00",64.31,0,21.82,0.933
"C2","2019-03-09 09:50:00",64.5,0,21.87,0.931
"C2","2019-03-09 10:00:00",64.27,0,21.81,0.934
"C2","2019-03-09 10:10:00",64.39,0,21.84,0.932
"C2","2019-03-09 10:20:00",64.5,0,21.84,0.929
"C2","2019-03-09 10:30:00",64.43,0,21.84,0.931
"C2","2019-03-09 10:40:00",64.5,0,21.82,0.928
"C2","2019-03-09 10:50:00",64.22,0,21.84,0.937
"C2","2019-03-09 11:00:00",64.55,0,21.83,0.927
"C2","2019-03-09 11:10:00",64.51,0,21.86,0.93
"C2","2019-03-09 11:20:00",64.46,0,21.88,0.932
"C2","2019-03-09 11:30:00",64.58,0,21.85,0.928
"C2","2019-03-09 11:40:00",64.58,0,21.84,0.927
"C2","2019-03-09 11:50:00",64.52,0.069,21.85,0.929
"C2","2019-03-09 12:00:00",64.75,0,21.84,0.922
"C2","2019-03-09 12:10:00",64.7,0,21.9,0.927
"C2","2019-03-09 12:20:00",64.28,0,21.84,0.935
"C2","2019-03-09 12:30:00",64.3,0,21.85,0.935
"C2","2019-03-09 12:40:00",64.57,0,21.86,0.928
"C2","2019-03-09 12:50:00",64.62,0,21.84,0.926
"C2","2019-03-09 13:00:00",64.4,0,21.86,0.933
"C2","2019-03-09 13:10:00",64.66,0,21.9,0.928
"C2","2019-03-09 13:20:00",64.66,0,21.86,0.926
"C2","2019-03-09 13:30:00",64.62,0,21.89,0.929
"C2","2019-03-09 13:40:00",64.99,0,21.9,0.92
"C2","2019-03-09 13:50:00",64.71,0,21.9,0.927
"C2","2019-03-09 14:00:00",64.67,0,21.89,0.927
"C2","2019-03-09 14:10:00",64.51,0,21.88,0.931
"C2","2019-03-09 14:20:00",64.98,0,21.92,0.921
"C2","2019-03-09 14:30:00",64.68,0,21.93,0.93
"C2","2019-03-09 14:40:00",64.93,0,21.96,0.925
"C2","2019-03-09 14:50:00",64.89,0,21.94,0.925
"C2","2019-03-09 15:00:00",64.77,0,21.94,0.928
"C2","2019-03-09 15:10:00",64.85,0,21.94,0.926
"C2","2019-03-09 15:20:00",64.75,0,21.98,0.93
"C2","2019-03-09 15:30:00",64.69,0,21.98,0.932
"C2","2019-03-09 15:40:00",64.95,0,21.97,0.925
"C2","2019-03-09 15:50:00",64.58,0,21.99,0.936
"C2","2019-03-09 16:00:00",64.99,0,22,0.925
"C2","2019-03-09 16:10:00",64.8,0.069,21.98,0.929
"C2","2019-03-09 16:20:00",64.8,0,21.98,0.929
"C2","2019-03-09 16:30:00",64.77,0,22.02,0.932
"C2","2019-03-09 16:40:00",64.81,0,22.01,0.931
"C2","2019-03-09 16:50:00",64.93,0.069,22.02,0.928
"C2","2019-03-09 17:00:00",64.98,0,22.04,0.928
"C2","2019-03-09 17:10:00",64.93,0,22.03,0.928
"C2","2019-03-09 17:20:00",64.86,0,22.02,0.93
"C2","2019-03-09 17:30:00",64.59,0,22.01,0.937
"C2","2019-03-09 17:40:00",64.9,0,21.99,0.927
"C2","2019-03-09 17:50:00",64.87,0,21.99,0.928
"C2","2019-03-09 18:00:00",64.87,0,21.99,0.928
"C2","2019-03-09 18:10:00",64.8,166.3,22.17,0.941
"C2","2019-03-09 18:20:00",66.23,184.5,22.16,0.901
"C2","2019-03-09 18:30:00",66.74,191.4,22.07,0.883
"C2","2019-03-09 18:40:00",65.73,189.6,22.14,0.913
"C2","2019-03-09 18:50:00",66.69,189.2,22.08,0.885
"C2","2019-03-09 19:00:00",65.84,193.2,22.13,0.91
"C2","2019-03-09 19:10:00",65.95,179.5,22.1,0.906
"C2","2019-03-09 19:20:00",67.59,194,22.07,0.86
"C2","2019-03-09 19:30:00",65.96,189.2,22.12,0.906
"C2","2019-03-09 19:40:00",67.6,190.7,22.06,0.859
"C2","2019-03-09 19:50:00",65.94,183.7,22.14,0.908
"C2","2019-03-09 20:00:00",67.03,190.9,22.04,0.874
"C2","2019-03-09 20:10:00",67.58,190,22.07,0.86
"C2","2019-03-09 20:20:00",66.48,184.9,22.12,0.892
"C2","2019-03-09 20:30:00",66.46,188.7,22.02,0.888
"C2","2019-03-09 20:40:00",67.44,191.5,22.08,0.865
"C2","2019-03-09 20:50:00",66.86,188.6,22.1,0.881
"C2","2019-03-09 21:00:00",66.48,191.5,22.04,0.888
"C2","2019-03-09 21:10:00",67.69,187.6,22.08,0.858
"C2","2019-03-09 21:20:00",66.34,189.9,22.15,0.898
"C2","2019-03-09 21:30:00",66.99,189,22.03,0.874
"C2","2019-03-09 21:40:00",66.55,186.7,22.15,0.892
"C2","2019-03-09 21:50:00",67.29,186.4,22.05,0.867
"C2","2019-03-09 22:00:00",66.31,194.3,22.11,0.897
"C2","2019-03-09 22:10:00",66.39,193.5,22.06,0.891
"C2","2019-03-09 22:20:00",67.05,191.6,22.11,0.877
"C2","2019-03-09 22:30:00",66.45,190.1,22.13,0.894
"C2","2019-03-09 22:40:00",66.07,188.6,22.06,0.9
"C2","2019-03-09 22:50:00",67.93,189,22.1,0.853
"C2","2019-03-09 23:00:00",66.04,186.2,22.11,0.903
"C2","2019-03-09 23:10:00",67.07,184.5,22.06,0.873
"C2","2019-03-09 23:20:00",67.06,188.8,22.13,0.877
"C2","2019-03-09 23:30:00",66.46,192.1,22.14,0.894
"C2","2019-03-09 23:40:00",66.97,189.4,22.04,0.875
"C2","2019-03-09 23:50:00",67.15,192.3,22.11,0.874
"C2","2019-03-10 00:00:00",66.12,194.6,22.06,0.899
