idPotManip;idManip;idGenotype;positionPot;bloc;poidsPotNonTroue;poidsPotTroue;poidsSolSec;dateSemis;nbPlante;substrat;humiditeNiveau1;humiditeNiveau2;humiditeNiveau3;humiditeNiveau4;humiditeNiveau5;typePot;Grille
C2M47-286;C2M47;pgm;P11_A24;1;15.6;14.54;70.293;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-287;C2M47;abcb14-1;P11_A30;1;14.92;15.42;68.3237;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-288;C2M47;Col-0;P11_A36;1;14.98;15.12;71.1802;18/01/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-289;C2M47;pgm;P5_A1;1;15.36;14.6;71.4725;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-290;C2M47;Sex1;P5_A7;1;15.81;15.1;70.6673;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-291;C2M47;Sex1;P5_A13;1;15.81;14.27;69.534;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-292;C2M47;mex1-1;P5_A19;1;15.21;15.12;69.2622;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-293;C2M47;Col-0;P5_A25;1;15.61;16.08;69.175;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-294;C2M47;abcb14-2;P5_A31;1;15.79;14.84;71.1802;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-295;C2M47;Col-0;P12_A1;1;16.19;15.35;71.4161;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-296;C2M47;ss4-3ProStarv::LUC;P12_A7;1;15.39;14.9;66.6776;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-297;C2M47;ss4-3ProStarv::LUC;P12_A13;1;15.38;14.51;69.9699;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-298;C2M47;abcb14-2;P12_A19;1;15.5;15.35;71.8725;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-299;C2M47;Bam1-3;P12_A25;1;15.69;15.32;71.2776;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-300;C2M47;amy3-2bam1;P12_A31;1;15.78;15.1;69.3391;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-301;C2M47;isa1-1ProStarv::LUC;P5_A2;1;15.53;15.19;71.8468;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-302;C2M47;amy3-2;P5_A8;1;14.75;15.21;71.7443;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-303;C2M47;amy3-2;P5_A14;1;14.81;15.48;72.4827;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-304;C2M47;Bam1;P5_A20;1;15.76;15.28;71.2109;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-305;C2M47;Bam3;P5_A26;1;15.66;14.46;69.0827;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-306;C2M47;pgm;P5_A32;1;14.86;15.07;70.5802;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-307;C2M47;mex1-1;P12_A2;1;15.18;14.53;71.8776;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-308;C2M47;amy3-2bam1;P12_A8;1;15.24;14.5;72.7494;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-309;C2M47;Col-0;P12_A14;1;14.88;14.93;71.1391;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-310;C2M47;abcb14-2;P12_A20;1;14.91;14.33;72.1751;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-311;C2M47;amy3-2bam1;P12_A26;1;15.68;14.16;69.3596;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-312;C2M47;pgm;P12_A32;1;15.07;15.11;69.2519;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-313;C2M47;abcb14-1;P5_A3;1;15.22;15.72;70.6468;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-314;C2M47;abcb14-1;P5_A9;1;14.92;15.27;74.1392;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-315;C2M47;Bam3;P5_A15;1;15.78;15.95;70.5084;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-316;C2M47;Sex1;P5_A21;1;15.71;15.35;71.3186;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-317;C2M47;abcb14-1;P5_A27;1;15.47;14.47;69.4212;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-318;C2M47;Col-0ProStarv::LUC;P5_A33;1;14.73;14.4;71.1186;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-319;C2M47;Col-0;P13_A21;1;15.75;14.66;71.0776;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-320;C2M47;isa1-1ProStarv::LUC;P12_A9;1;14.81;14.42;70.4673;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-321;C2M47;Dpe2;P3_A36;1;15.52;15.43;68.7084;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-322;C2M47;Dpe2;P12_A21;1;16.02;14.75;70.4981;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-323;C2M47;Bam1;P12_A27;1;16.15;14.6;69.1237;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-324;C2M47;pgm;P12_A33;1;15.6;14.6;71.6315;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-325;C2M47;amy3-2bam1;P5_A4;1;15.61;15.48;70.1648;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-326;C2M47;pgm;P5_A10;1;15.42;14.84;71.3443;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-327;C2M47;pgi1-1;P5_A16;1;14.8;14.81;68.4519;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-328;C2M47;abcb14-1;P5_A22;1;15.33;15.44;70.6366;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-329;C2M47;pgi1-1;P5_A28;1;15.75;15.04;71.734;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-330;C2M47;abcb14-2;P5_A34;1;15.08;14.48;72.5443;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-331;C2M47;Bam1;P12_A4;1;14.82;14.5;70.8366;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-332;C2M47;Col-0;P12_A10;1;15.2;15.28;70.6776;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-333;C2M47;Col-0ProStarv::LUC;P12_A16;1;16.07;14.8;71.2212;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-334;C2M47;amy3-2;P12_A22;1;14.64;14.06;66.134;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-335;C2M47;abcb14-2;P12_A28;1;15.59;14.36;66.7647;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-336;C2M47;Col-0;P12_A34;1;14.98;14.4;69.8007;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-337;C2M47;Bam3;P10_A5;1;14.9;14.93;70.0622;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-338;C2M47;pgi1-1;P5_A11;1;15.79;14.34;68.293;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-339;C2M47;Col-0;P5_A17;1;15.78;14.9;69.3084;25/01/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-340;C2M47;abcb14-2;P5_A23;1;15.76;14.22;69.1289;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-341;C2M47;pgm;P5_A29;1;15.35;14.52;67.3135;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-342;C2M47;Col-0;P5_A35;1;15.12;14.98;68.9596;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-343;C2M47;pgm;P12_A5;1;16.02;15.28;71.1699;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-344;C2M47;isa1-1ProStarv::LUC;P12_A11;1;16.17;14.88;71.7238;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-345;C2M47;ss4-3ProStarv::LUC;P12_A17;1;15.6;15.43;74.6982;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-346;C2M47;Bam1;P12_A23;1;16.02;15.23;67.5289;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-347;C2M47;Col-0ProStarv::LUC;P12_A29;1;15.02;14.63;69.6725;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-348;C2M47;abcb14-2;P12_A35;1;15.34;14.44;71.0007;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-349;C2M47;mex1-1;P5_A6;1;15.91;14.88;70.3391;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-350;C2M47;Col-0;P13_A33;1;15.46;15;72.6417;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-351;C2M47;Bam3;P5_A18;1;15.74;14.76;71.4109;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-352;C2M47;Dpe1;P5_A24;1;15.28;15.07;69.3853;25/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-353;C2M47;Dpe2;P10_A29;1;15.68;14.71;69.216;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-354;C2M47;Col-0;P5_A36;1;15.72;15.51;70.1904;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-355;C2M47;pgm;P12_A6;1;15.29;14.44;71.0366;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-356;C2M47;Col-0;P12_A12;1;16;15.67;71.2263;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-357;C2M47;isa1-1ProStarv::LUC;P12_A18;1;15.26;14.68;71.534;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-358;C2M47;isa1-1ProStarv::LUC;P12_A24;1;15.35;14.93;72.693;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-359;C2M47;ss4-3ProStarv::LUC;P12_A30;1;14.71;14.53;70.8417;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-360;C2M47;Dpe1;P12_A36;1;15.43;15.65;73.1033;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-361;C2M47;Sex1;P6_A1;1;15.01;15.66;76.2623;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-362;C2M47;ss4-3ProStarv::LUC;P6_A7;1;15.6;14.96;71.093;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-363;C2M47;Bam3;P6_A13;1;14.66;14.34;69.8263;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-364;C2M47;Col-0ProStarv::LUC;P6_A19;1;15.98;15.71;69.3545;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-365;C2M47;Col-0;P6_A25;1;15.8;14.69;70.9443;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-366;C2M47;pgi1-1;P6_A31;1;14.5;14.36;71.2417;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-367;C2M47;isa1-1ProStarv::LUC;P13_A1;1;15.32;14.86;70.4058;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-368;C2M47;Col-0;P13_A7;1;15.54;14.48;70.0058;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-369;C2M47;ss4-3ProStarv::LUC;P13_A13;1;15.75;14.87;70.3084;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-370;C2M47;Bam3;P13_A19;1;15.84;15.03;68.8827;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-371;C2M47;Bam1-3;P13_A25;1;15.12;15.78;69.0571;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-372;C2M47;amy3-2;P13_A31;1;15.92;15.27;70.6263;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-373;C2M47;Col-0;P13_A28;1;15.11;16.23;68.6519;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-374;C2M47;Col-0;P6_A8;1;14.86;16.1;68.3545;01/02/2019;1;Phenoarch;0;1;0;1;0;u;NON
C2M47-375;C2M47;Col-0ProStarv::LUC;P6_A14;1;16.18;14.61;68.3186;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-376;C2M47;ss4-3ProStarv::LUC;P6_A20;1;15.58;15.17;69.6622;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-377;C2M47;pgm;P6_A26;1;16.34;15.27;68.2058;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-378;C2M47;Col-0;P6_A32;1;14.93;14.64;67.0006;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-379;C2M47;Col-0;P13_A2;1;15.08;15.13;67.7853;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-380;C2M47;Col-0;P13_A8;1;15.5;14.9;66.5955;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-381;C2M47;Col-0;P13_A14;1;15.19;15.09;68.0314;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-382;C2M47;Col-0;P13_A20;1;15.84;14.52;66.5494;01/02/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-383;C2M47;Col-0;P13_A26;1;14.97;15.08;67.7391;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-384;C2M47;Col-0;P13_A32;1;16.2;15.25;66.5699;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-385;C2M47;pgm;P6_A3;1;15.93;15.18;69.2776;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-386;C2M47;Col-0;P6_A9;1;15.59;15.78;69.0725;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-387;C2M47;Col-0;P6_A15;1;15.86;14.95;66.493;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-388;C2M47;pgm;P6_A33;1;15.02;15.38;69.7135;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-389;C2M47;Col-0;P6_A28;1;15.85;14.64;67.8724;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-390;C2M47;Col-0;P6_A21;1;15.03;14.41;69.4314;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-391;C2M47;pgm;P13_A4;1;15.39;14.37;70.2776;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-392;C2M47;Col-0;P13_A9;1;15.13;15.01;71.1597;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-393;C2M47;Col-0;P13_A15;1;14.76;15.33;67.575;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-394;C2M47;Col-0;P12_A3;1;15.39;14.82;68.1801;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-395;C2M47;Col-0;P13_A27;1;15.68;15.36;68.7084;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-396;C2M47;Col-0;P5_A12;1;15.97;15.73;68.8314;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-397;C2M47;Col-0;P6_A4;1;15.88;13.13;67.3801;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-398;C2M47;Col-0;P6_A10;1;15.14;14.65;69.0263;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-399;C2M47;Col-0;P6_A16;1;15.52;15.31;69.2263;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-400;C2M47;Col-0;P6_A22;1;15.71;14.47;71.2725;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-401;C2M47;Col-0;P6_A27;1;15.1;14.76;71.2161;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-402;C2M47;Col-0;P6_A34;1;15.32;15.38;69.9802;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-403;C2M47;Col-0;P13_A3;1;15.21;15.38;69.0981;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-404;C2M47;Col-0;P13_A10;1;15.84;15.58;68.4725;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-405;C2M47;pgm;P13_A16;1;15.34;15.19;70.8827;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-406;C2M47;Col-0;P13_A22;1;14.83;14.25;69.1289;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-407;C2M47;Col-0;P6_A2;1;15.19;14.12;69.5443;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-408;C2M47;Col-0;P6_A11;1;15.89;15.37;67.9801;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-409;C2M47;Col-0;P6_A5;1;15.48;14.66;71.3135;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-410;C2M47;Col-0;P13_A34;1;15;14.96;69.5237;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-411;C2M47;Col-0;P6_A17;1;14.72;15.14;68.4981;18/01/2019;1;Phenoarch;0;1;0;0;0;u;NON
C2M47-412;C2M47;inconnu;P6_A23;;;;;;;Balsera;;;;;;u;NON
C2M47-413;C2M47;inconnu;P6_A29;;;;;;;Balsera;;;;;;u;NON
C2M47-414;C2M47;inconnu;P6_A35;;;;;;;Balsera;;;;;;u;NON
C2M47-415;C2M47;inconnu;P13_A5;;;;;;;Balsera;;;;;;u;NON
C2M47-416;C2M47;inconnu;P13_A11;;;;;;;Balsera;;;;;;u;NON
C2M47-417;C2M47;inconnu;P13_A17;;;;;;;Balsera;;;;;;u;NON
C2M47-418;C2M47;inconnu;P13_A23;;;;;;;Balsera;;;;;;u;NON
C2M47-419;C2M47;inconnu;P13_A29;;;;;;;Balsera;;;;;;u;NON
C2M47-420;C2M47;inconnu;P13_A35;;;;;;;Balsera;;;;;;u;NON
C2M47-421;C2M47;inconnu;P6_A6;;;;;;;Balsera;;;;;;u;NON
C2M47-422;C2M47;inconnu;P6_A12;;;;;;;Balsera;;;;;;u;NON
C2M47-423;C2M47;inconnu;P6_A18;;;;;;;Balsera;;;;;;u;NON
C2M47-424;C2M47;inconnu;P6_A24;;;;;;;Balsera;;;;;;u;NON
C2M47-425;C2M47;inconnu;P6_A30;;;;;;;Balsera;;;;;;u;NON
C2M47-426;C2M47;inconnu;P6_A36;;;;;;;Balsera;;;;;;u;NON
C2M47-427;C2M47;inconnu;P13_A6;;;;;;;Balsera;;;;;;u;NON
C2M47-428;C2M47;inconnu;P13_A12;;;;;;;Balsera;;;;;;u;NON
C2M47-429;C2M47;inconnu;P13_A18;;;;;;;Balsera;;;;;;u;NON
C2M47-430;C2M47;inconnu;P13_A24;;;;;;;Balsera;;;;;;u;NON
C2M47-431;C2M47;inconnu;P13_A30;;;;;;;Balsera;;;;;;u;NON
C2M47-432;C2M47;inconnu;P13_A36;;;;;;;Balsera;;;;;;u;NON
C2M47-433;C2M47;inconnu;P7_A1;;;;;;;Balsera;;;;;;u;NON
C2M47-434;C2M47;inconnu;P7_A7;;;;;;;Balsera;;;;;;u;NON
C2M47-435;C2M47;inconnu;P7_A13;;;;;;;Balsera;;;;;;u;NON
C2M47-436;C2M47;inconnu;P7_A19;;;;;;;Balsera;;;;;;u;NON
C2M47-437;C2M47;inconnu;P7_A25;;;;;;;Balsera;;;;;;u;NON
C2M47-438;C2M47;inconnu;P7_A31;;;;;;;Balsera;;;;;;u;NON
