"Exact_Time_min","Trt","E_corr_avg","SD","N","SE","CI","E_corr_offset_avg","Time"
-1050,"Col-0 - WW",1.23418806472754,0.097007185267465,9,0.0342972192632221,0.074566323457097,1.23418806472754,-0.729166666666667
-1020,"Col-0 - WW",1.2159542446322,0.0922239978593632,9,0.0326061071372447,0.0708896401429172,1.2159542446322,-0.708333333333333
-990,"Col-0 - WW",1.2052256320609,0.0895488879677354,9,0.0316603129648501,0.0688333686521775,1.2052256320609,-0.6875
-960,"Col-0 - WW",1.19509420074089,0.086881643978616,9,0.0307172998089574,0.0667831434293415,1.19509420074089,-0.666666666666667
-930,"Col-0 - WW",1.18962467524366,0.0839229058639447,9,0.0296712279166378,0.0645088559868688,1.18962467524366,-0.645833333333333
-900,"Col-0 - WW",1.18226516613451,0.0832712258659823,9,0.0294408242437764,0.0640079303968251,1.18226516613451,-0.625
-870,"Col-0 - WW",1.16229072279383,0.0787345230025302,9,0.0278368575642887,0.0605207118757208,1.16229072279383,-0.604166666666667
-840,"Col-0 - WW",1.1452899246455,0.0769086962800224,9,0.0271913303359102,0.0591172572182977,1.1452899246455,-0.583333333333333
-810,"Col-0 - WW",1.14532778485059,0.0715457783082929,9,0.0252952525035317,0.054994953545108,1.14532778485059,-0.5625
-780,"Col-0 - WW",1.14532778485059,0.0715457783082929,9,0.0252952525035317,0.054994953545108,1.14532778485059,-0.541666666666667
-750,"Col-0 - WW",1.144960050871,0.0690544147204441,9,0.0244144224598471,0.0530799219664825,1.144960050871,-0.520833333333333
-720,"Col-0 - WW",1.15395581388306,0.0750874325727493,9,0.0265474163770394,0.0577173100048747,1.15395581388306,-0.5
-690,"Col-0 - WW",0.546977321993152,0.0403194811423807,9,0.0142550892648503,0.0309922967478721,0.546977321993152,-0.479166666666667
-660,"Col-0 - WW",0.538691333208101,0.0403799325492852,9,0.0142764620647275,0.031038763812639,0.538691333208101,-0.458333333333333
-630,"Col-0 - WW",0.534158338693521,0.0401273889196574,9,0.0141871744081998,0.0308446415945586,0.534158338693521,-0.4375
-600,"Col-0 - WW",0.527522545159766,0.0402408115807373,9,0.0142272753745947,0.0309318259697173,0.527522545159766,-0.416666666666667
-570,"Col-0 - WW",0.523750677796691,0.0403286951942017,9,0.0142583469241127,0.0309993792950725,0.523750677796691,-0.395833333333333
-540,"Col-0 - WW",0.520906933552394,0.0404434475974152,9,0.0142989180253475,0.0310875858005175,0.520906933552394,-0.375
-510,"Col-0 - WW",0.516613803372086,0.0407048469762519,9,0.0143913366620342,0.0312885151500299,0.516613803372086,-0.354166666666667
-480,"Col-0 - WW",0.51393233767916,0.0405050867439757,9,0.0143207107546073,0.0311349658428038,0.51393233767916,-0.333333333333333
-450,"Col-0 - WW",0.514486254699289,0.0403654110116899,9,0.014271327925874,0.0310276015707242,0.514486254699289,-0.3125
-420,"Col-0 - WW",0.512700752280158,0.04046265806844,9,0.0143057099525133,0.031102352275725,0.512700752280158,-0.291666666666667
-390,"Col-0 - WW",0.512140019961155,0.040237118087335,9,0.0142259695274792,0.0309289868993643,0.512140019961155,-0.270833333333333
-360,"Col-0 - WW",0.513763949928025,0.0399381004883832,9,0.0141202508415228,0.0306991416261371,0.513763949928025,-0.25
-330,"Col-0 - WW",0.525539932665676,0.0456164826275302,9,0.0161278620999025,0.0350639325241846,0.525539932665676,-0.229166666666667
-300,"Col-0 - WW",0.529156768880551,0.043001249865019,9,0.015203237689526,0.0330536866692272,0.529156768880551,-0.208333333333333
-270,"Col-0 - WW",0.535188757659196,0.0460218769804062,9,0.0162711906478892,0.0353755462088914,0.535188757659196,-0.1875
-240,"Col-0 - WW",0.535750610911844,0.0443931126584467,9,0.015695335499383,0.0341235671216541,0.535750610911844,-0.166666666666667
-210,"Col-0 - WW",0.540240255411446,0.0443357683692008,9,0.015675061231489,0.0340794883989437,0.540240255411446,-0.145833333333333
-180,"Col-0 - WW",0.542842291917308,0.0433203211953459,9,0.0153160464402042,0.0332989466049468,0.542842291917308,-0.125
-150,"Col-0 - WW",0.549228779084322,0.0431539389960687,9,0.0152572214495154,0.0331710539250943,0.549228779084322,-0.104166666666667
-120,"Col-0 - WW",0.556940440483482,0.0461742491877321,9,0.0163250623584214,0.0354926698556193,0.556940440483482,-0.0833333333333333
-90,"Col-0 - WW",0.556940440483482,0.0461742491877321,9,0.0163250623584214,0.0354926698556193,0.556940440483482,-0.0625
-60,"Col-0 - WW",0.556940440483482,0.0461742491877321,9,0.0163250623584214,0.0354926698556193,0.556940440483482,-0.0416666666666667
-30,"Col-0 - WW",0.556940440483482,0.0461742491877321,9,0.0163250623584214,0.0354926698556193,0.556940440483482,-0.0208333333333333
0,"Col-0 - WW",0.558812555690999,0.0404280431433467,9,0.0142934717283814,0.0310757448889233,0.558812555690999,0
30,"Col-0 - WW",1.12767541332545,0.0895295492319638,9,0.0316534756892482,0.0688185035839579,1.12767541332545,0.0208333333333333
60,"Col-0 - WW",1.1543107691393,0.0873093701573879,9,0.0308685238497077,0.0671119228750026,1.1543107691393,0.0416666666666667
90,"Col-0 - WW",1.18490454455677,0.0900030903026752,9,0.0318208977403834,0.069182499473041,1.18490454455677,0.0625
120,"Col-0 - WW",1.22157007967455,0.086252313579976,9,0.0304947979127148,0.066299397262117,1.22157007967455,0.0833333333333333
150,"Col-0 - WW",1.25153701835116,0.0841160116421427,9,0.0297395011192628,0.0646572902278876,1.25153701835116,0.104166666666667
180,"Col-0 - WW",1.2786015644273,0.0858033384960675,9,0.030336061249507,0.0659542844620848,1.2786015644273,0.125
210,"Col-0 - WW",1.30863214828708,0.0801238783137564,9,0.0283280688453114,0.0615886649067059,1.30863214828708,0.145833333333333
240,"Col-0 - WW",1.34096493519168,0.0784063927540851,9,0.0277208460023947,0.0602684886391207,1.34096493519168,0.166666666666667
270,"Col-0 - WW",1.35733871175725,0.0772321270351512,9,0.0273056803760082,0.0593658681045574,1.35733871175725,0.1875
300,"Col-0 - WW",1.37020515886938,0.0757683724514725,9,0.0267881649799521,0.0582407267302617,1.37020515886938,0.208333333333333
330,"Col-0 - WW",1.37765545208,0.0747550491464864,9,0.0264299010897071,0.0574618174863961,1.37765545208,0.229166666666667
360,"Col-0 - WW",1.3819403212876,0.0749244426385009,9,0.0264897907331532,0.0575920248507501,1.3819403212876,0.25
390,"Col-0 - WW",1.37962995924189,0.0744844410421493,9,0.0263342266768967,0.0572538096838557,1.37962995924189,0.270833333333333
420,"Col-0 - WW",1.37125632051034,0.0738682400857857,9,0.0261163667394875,0.0567801556993587,1.37125632051034,0.291666666666667
450,"Col-0 - WW",1.35941668495472,0.0730765652402497,9,0.0258364674136008,0.0561716205435109,1.35941668495472,0.3125
480,"Col-0 - WW",1.34342654126822,0.0730535185095002,9,0.0258283191638023,0.0561539052580405,1.34342654126822,0.333333333333333
510,"Col-0 - WW",1.32645089720945,0.0709440954381296,9,0.0250825254847235,0.0545324591495486,1.32645089720945,0.354166666666667
540,"Col-0 - WW",1.31099082742818,0.0757127334789735,9,0.026768493632576,0.0581979588300413,1.31099082742818,0.375
570,"Col-0 - WW",1.2889604679961,0.074328762957498,9,0.0262791861622272,0.0571341449148669,1.2889604679961,0.395833333333333
600,"Col-0 - WW",1.26500139231436,0.0740535376623492,9,0.0261818793259503,0.0569225880252916,1.26500139231436,0.416666666666667
630,"Col-0 - WW",1.24295392294797,0.0706666840107612,9,0.0249844457339881,0.0543192218499938,1.24295392294797,0.4375
660,"Col-0 - WW",1.24295392294797,0.0706666840107612,9,0.0249844457339881,0.0543192218499938,1.24295392294797,0.458333333333333
690,"Col-0 - WW",1.24151706362939,0.0721942777939431,9,0.0255245316954813,0.0554934343769704,1.24151706362939,0.479166666666667
720,"Col-0 - WW",1.23588548341342,0.0726941307467516,9,0.0257012564017448,0.0558776553690272,1.23588548341342,0.5
750,"Col-0 - WW",0.558135567547709,0.0367600103862375,9,0.0129966263102982,0.0282562453202706,0.558135567547709,0.520833333333333
780,"Col-0 - WW",0.542056967526424,0.0366251859218896,9,0.0129489586637931,0.028152610062833,0.542056967526424,0.541666666666667
810,"Col-0 - WW",0.544177879093556,0.037690576577309,9,0.013325631142323,0.0289715418151679,0.544177879093556,0.5625
840,"Col-0 - WW",0.543847052847728,0.0358462381597079,9,0.0126735590413787,0.0275538578092666,0.543847052847728,0.583333333333333
870,"Col-0 - WW",0.546992173751038,0.0349715183177077,9,0.0123642988754203,0.0268814886183341,0.546992173751038,0.604166666666667
900,"Col-0 - WW",0.547330083266622,0.0350034375957815,9,0.0123755840444086,0.026906023947411,0.547330083266622,0.625
930,"Col-0 - WW",0.545649922237625,0.0345342359922692,9,0.012209696226615,0.0265453636680964,0.545649922237625,0.645833333333333
960,"Col-0 - WW",0.548503306411091,0.0350815645351254,9,0.0124032060887103,0.0269660776291437,0.548503306411091,0.666666666666667
990,"Col-0 - WW",0.550726196794171,0.0349658782342796,9,0.0123623048048011,0.0268771532664314,0.550726196794171,0.6875
1020,"Col-0 - WW",0.550874616793602,0.0356072519614836,9,0.0125890646606915,0.0273701567554793,0.550874616793602,0.708333333333333
1050,"Col-0 - WW",0.549297237734877,0.0359688756448952,9,0.0127169179400805,0.0276481253252576,0.549297237734877,0.729166666666667
1080,"Col-0 - WW",0.552751408129161,0.03673901529957,9,0.0129892034262211,0.0282401070680458,0.552751408129161,0.75
1110,"Col-0 - WW",0.552761439119252,0.0372951197769717,9,0.0131858160497306,0.0286675668095438,0.552761439119252,0.770833333333333
1140,"Col-0 - WW",0.552968981224001,0.0366401317051878,9,0.0129542427961533,0.0281640984088628,0.552968981224001,0.791666666666667
1170,"Col-0 - WW",0.555079487731297,0.0363577037175269,9,0.0128543894235173,0.0279470050397149,0.555079487731297,0.8125
1200,"Col-0 - WW",0.555796704630376,0.0357274790372425,9,0.0126315713509672,0.0274625714667671,0.555796704630376,0.833333333333333
1230,"Col-0 - WW",0.56053353445643,0.0400994822061227,9,0.0141773078950093,0.0308231905956216,0.56053353445643,0.854166666666667
1260,"Col-0 - WW",0.561881910087397,0.0376173009174847,9,0.0132997242843442,0.0289152171569797,0.561881910087397,0.875
1290,"Col-0 - WW",0.564290492408176,0.037539993589514,9,0.0132723920164224,0.028855793484319,0.564290492408176,0.895833333333333
1320,"Col-0 - WW",0.567412990050594,0.0385020398317707,9,0.0136125267272798,0.0295952876886196,0.567412990050594,0.916666666666667
1350,"Col-0 - WW",0.568528908786208,0.0428166424096705,9,0.0151379690977588,0.0329117848174194,0.568528908786208,0.9375
1380,"Col-0 - WW",0.568528908786208,0.0428166424096705,9,0.0151379690977588,0.0329117848174194,0.568528908786208,0.958333333333333
1410,"Col-0 - WW",0.579966111940394,0.0412810982383901,9,0.0145950722495968,0.0317314610811657,0.579966111940394,0.979166666666667
1440,"Col-0 - WW",0.579966111940394,0.0412810982383901,9,0.0145950722495968,0.0317314610811657,0.579966111940394,1
1470,"Col-0 - WW",1.20690891884611,0.0975915297362671,9,0.0345038162314415,0.0750154903775774,1.20690891884611,1.02083333333333
1500,"Col-0 - WW",1.25543145989429,0.108821872435648,9,0.0384743419703321,0.083647895945755,1.25543145989429,1.04166666666667
1530,"Col-0 - WW",1.27281574085597,0.0979484076460237,9,0.0346299916264638,0.075289811022798,1.27281574085597,1.0625
1560,"Col-0 - WW",1.29874026933819,0.0879186003448073,9,0.0310839192481216,0.0675802186521627,1.29874026933819,1.08333333333333
1590,"Col-0 - WW",1.31646391145215,0.0835430597291453,9,0.0295369320277757,0.0642168804010059,1.31646391145215,1.10416666666667
1620,"Col-0 - WW",1.33156207632295,0.0800089803343783,9,0.02828744627513,0.061500346501515,1.33156207632295,1.125
1650,"Col-0 - WW",1.34712936529948,0.0776350054892141,9,0.0274481194194391,0.059675547898242,1.34712936529948,1.14583333333333
1680,"Col-0 - WW",1.35516842342711,0.075259740296589,9,0.0266083363570283,0.0578497574461086,1.35516842342711,1.16666666666667
1710,"Col-0 - WW",1.35491990040311,0.0740433007502116,9,0.0261782600309548,0.0569147192380512,1.35491990040311,1.1875
1740,"Col-0 - WW",1.35157834805347,0.0749905298444919,9,0.0265131560889062,0.0576428239741833,1.35157834805347,1.20833333333333
1770,"Col-0 - WW",1.35274052694733,0.0777931615455622,9,0.0275040360294038,0.0597971174048907,1.35274052694733,1.22916666666667
1800,"Col-0 - WW",1.33508083473938,0.0815476966283826,9,0.0288314646380363,0.0626831085471417,1.33508083473938,1.25
1830,"Col-0 - WW",1.31875486752908,0.0824863987216876,9,0.0291633459458813,0.0634046588501038,1.31875486752908,1.27083333333333
1860,"Col-0 - WW",1.3035554884634,0.0836074419828909,9,0.0295596945918815,0.0642663689821296,1.3035554884634,1.29166666666667
1890,"Col-0 - WW",1.28848889596844,0.0850578610769649,9,0.0300724951803726,0.0653812597917008,1.28848889596844,1.3125
1920,"Col-0 - WW",1.27547376062354,0.0851444667182845,9,0.0301031148985056,0.0654478307807059,1.27547376062354,1.33333333333333
1950,"Col-0 - WW",1.26525020575193,0.0845623839590723,9,0.0298973175653803,0.0650004023641144,1.26525020575193,1.35416666666667
1980,"Col-0 - WW",1.25683306796177,0.083596194846547,9,0.0295557181286926,0.0642577236678235,1.25683306796177,1.375
2010,"Col-0 - WW",1.24631752401815,0.0827389494696888,9,0.029252636119134,0.0635987865398503,1.24631752401815,1.39583333333333
2040,"Col-0 - WW",1.23912037589509,0.0809085028075566,9,0.028605475495437,0.0621917806824678,1.23912037589509,1.41666666666667
2070,"Col-0 - WW",1.24292670527545,0.0805055936147999,9,0.0284630255842367,0.0618820772609316,1.24292670527545,1.4375
2100,"Col-0 - WW",1.24292670527545,0.0805055936147999,9,0.0284630255842367,0.0618820772609316,1.24292670527545,1.45833333333333
2130,"Col-0 - WW",1.2506302208721,0.0788983167767564,9,0.0278947674085244,0.0606466149159495,1.2506302208721,1.47916666666667
2160,"Col-0 - WW",1.25742560296204,0.0828827595522686,9,0.0293034806614316,0.063709328754888,1.25742560296204,1.5
2190,"Col-0 - WW",0.60468736865872,0.0419612021051456,9,0.0148355252776439,0.0322542351908679,0.60468736865872,1.52083333333333
2220,"Col-0 - WW",0.594098167729196,0.0397959501446565,9,0.0140699931055242,0.0305898751993189,0.594098167729196,1.54166666666667
2250,"Col-0 - WW",0.594098167729196,0.0397959501446565,9,0.0140699931055242,0.0305898751993189,0.594098167729196,1.5625
2280,"Col-0 - WW",0.590768794802454,0.038679195981325,9,0.0136751608846192,0.0297314619597693,0.590768794802454,1.58333333333333
2310,"Col-0 - WW",0.589670558029337,0.0385495318755972,9,0.0136293177004009,0.029631793305104,0.589670558029337,1.60416666666667
2340,"Col-0 - WW",0.589358393930048,0.0388340872154414,9,0.0137299232056142,0.0298505219018957,0.589358393930048,1.625
2370,"Col-0 - WW",0.585582324075084,0.0392816702234211,9,0.0138881676956574,0.0301945646576451,0.585582324075084,1.64583333333333
2400,"Col-0 - WW",0.588008613348083,0.0433957569726884,9,0.0153427170150557,0.0333569316764448,0.588008613348083,1.66666666666667
2430,"Col-0 - WW",0.590190152117088,0.0446074936525408,9,0.0157711306267237,0.0342883549412843,0.590190152117088,1.6875
2460,"Col-0 - WW",0.590570791451133,0.0434464548217567,9,0.0153606414114896,0.0333959014929773,0.590570791451133,1.70833333333333
2490,"Col-0 - WW",0.590897808289383,0.0445812697656053,9,0.0157618590825831,0.0342681974773794,0.590897808289383,1.72916666666667
2520,"Col-0 - WW",0.592473584300367,0.0431813711104048,9,0.0152669201665501,0.0331921401147931,0.592473584300367,1.75
2550,"Col-0 - WW",0.592473584300367,0.0431813711104048,9,0.0152669201665501,0.0331921401147931,0.592473584300367,1.77083333333333
2580,"Col-0 - WW",0.598689862724684,0.0436187481022283,9,0.0154215562849768,0.0335283378320558,0.598689862724684,1.79166666666667
2610,"Col-0 - WW",0.602372070033716,0.0422072479590867,9,0.0149225156235461,0.0324433627764138,0.602372070033716,1.8125
2640,"Col-0 - WW",0.60838107404915,0.0421108753169094,9,0.0148884427491439,0.0323692842059533,0.60838107404915,1.83333333333333
2670,"Col-0 - WW",0.618066637624737,0.0403480954442489,9,0.0142652059482952,0.0310142916473501,0.618066637624737,1.85416666666667
2700,"Col-0 - WW",0.624591930649124,0.0405403422305883,9,0.0143331754514362,0.0311620656087763,0.624591930649124,1.875
2730,"Col-0 - WW",0.630067887306308,0.0398425277864737,9,0.0140864607887145,0.0306256779441984,0.630067887306308,1.89583333333333
2760,"Col-0 - WW",0.639716614106135,0.0428742188412794,9,0.0151583254403723,0.0329560419805462,0.639716614106135,1.91666666666667
2790,"Col-0 - WW",0.649386633930139,0.0422206150270193,9,0.014927241595736,0.0324536376143899,0.649386633930139,1.9375
2820,"Col-0 - WW",0.649386633930139,0.0422206150270193,9,0.014927241595736,0.0324536376143899,0.649386633930139,1.95833333333333
2850,"Col-0 - WW",0.656333875830454,0.0399777969558591,9,0.0141342856621934,0.0307296550321878,0.656333875830454,1.97916666666667
2880,"Col-0 - WW",0.656333875830454,0.0399777969558591,9,0.0141342856621934,0.0307296550321878,0.656333875830454,2
2910,"Col-0 - WW",1.31456392958706,0.0977802127285935,9,0.0345705257431258,0.0751605249644266,1.31456392958706,2.02083333333333
2940,"Col-0 - WW",1.33463974232279,0.101539282039451,9,0.0358995574434545,0.0780500014228784,1.33463974232279,2.04166666666667
2970,"Col-0 - WW",1.35592260910793,0.104375930504395,9,0.0369024641261566,0.0802304424529722,1.35592260910793,2.0625
3000,"Col-0 - WW",1.35592260910793,0.104375930504395,9,0.0369024641261566,0.0802304424529722,1.35592260910793,2.08333333333333
3030,"Col-0 - WW",1.37813989786676,0.102293060124488,9,0.0361660582411742,0.078629406549919,1.37813989786676,2.10416666666667
3060,"Col-0 - WW",1.76806076248561,0.107481969939665,9,0.0380006148998128,0.0826179557135857,1.76806076248561,2.125
3090,"Col-0 - WW",2.05286996861696,0.114083748561188,9,0.0403346961153987,0.0876925319805643,2.05286996861696,2.14583333333333
3120,"Col-0 - WW",2.05286996861696,0.114083748561188,9,0.0403346961153987,0.0876925319805643,2.05286996861696,2.16666666666667
3150,"Col-0 - WW",2.05286996861696,0.114083748561188,9,0.0403346961153987,0.0876925319805643,2.05286996861696,2.1875
3180,"Col-0 - WW",1.34500717717026,0.128986780994856,9,0.0456037137624432,0.099148016786937,1.34500717717026,2.20833333333333
3210,"Col-0 - WW",1.33752579566227,0.0957978051547074,9,0.0338696388238406,0.0736367116100794,1.33752579566227,2.22916666666667
3240,"Col-0 - WW",1.344461596991,0.0891507695029236,9,0.0315195568317581,0.0685273477101251,1.344461596991,2.25
3270,"Col-0 - WW",1.36160660000052,0.085064722542508,9,0.0300749210747798,0.0653865339810061,1.36160660000052,2.27083333333333
3300,"Col-0 - WW",1.36305283482086,0.0847262020529785,9,0.0299552360079213,0.0651263240981041,1.36305283482086,2.29166666666667
3330,"Col-0 - WW",1.35053878569805,0.0878861965325878,9,0.0310724627704432,0.0675553108771711,1.35053878569805,2.3125
3360,"Col-0 - WW",1.33913516079284,0.0909624585709661,9,0.0321600856444653,0.0699199352043285,1.33913516079284,2.33333333333333
3390,"Col-0 - WW",1.33048066636451,0.0926366325349386,9,0.0327519955258707,0.0712068192323191,1.33048066636451,2.35416666666667
3420,"Col-0 - WW",1.31595800307575,0.0942423713303507,9,0.0333197099213958,0.0724410993330784,1.31595800307575,2.375
3450,"Col-0 - WW",1.30158332422412,0.0974665001887775,9,0.0344596116110022,0.0749193841597328,1.30158332422412,2.39583333333333
3480,"Col-0 - WW",1.27321256201152,0.102456818628694,9,0.0362239556155747,0.0787552824792103,1.27321256201152,2.41666666666667
3510,"Col-0 - WW",1.26121781135674,0.101877101535921,9,0.0360189946718401,0.0783096724748163,1.26121781135674,2.4375
3540,"Col-0 - WW",1.26121781135674,0.101877101535921,9,0.0360189946718401,0.0783096724748163,1.26121781135674,2.45833333333333
3570,"Col-0 - WW",1.25628688528413,0.100511968638757,9,0.0355363473074375,0.0772603384394954,1.25628688528413,2.47916666666667
3600,"Col-0 - WW",1.24879721431622,0.101461081704687,9,0.0358719094499533,0.077989891324432,1.24879721431622,2.5
3630,"Col-0 - WW",0.608660632103973,0.0422559010826064,9,0.0149397171003295,0.0324807608777562,0.608660632103973,2.52083333333333
3660,"Col-0 - WW",0.605547637502214,0.0550357644543345,9,0.0194580811267227,0.0423042334719393,0.605547637502214,2.54166666666667
3690,"Col-0 - WW",0.603906912544844,0.0613191321816963,9,0.0216795870910759,0.0471340574593742,0.603906912544844,2.5625
3720,"Col-0 - WW",0.597132776611817,0.0506012365069887,9,0.017890238735258,0.0388955535438533,0.597132776611817,2.58333333333333
3750,"Col-0 - WW",0.594542613705375,0.0473092503239968,9,0.016726345858475,0.0363651089601819,0.594542613705375,2.60416666666667
3780,"Col-0 - WW",0.595884031242568,0.0415595432050873,9,0.0146935174116663,0.0319454928293759,0.595884031242568,2.625
3810,"Col-0 - WW",0.590846139109715,0.0404266475232899,9,0.0142929783021783,0.0310746721203826,0.590846139109715,2.64583333333333
3840,"Col-0 - WW",0.592905307480404,0.0389626141507402,9,0.0137753643393717,0.0299493164499905,0.592905307480404,2.66666666666667
3870,"Col-0 - WW",0.594675296198106,0.0372032076150857,9,0.013153320193259,0.0285969168677489,0.594675296198106,2.6875
3900,"Col-0 - WW",0.597374231197297,0.0369252150546203,9,0.0130550349809468,0.0283832328697525,0.597374231197297,2.70833333333333
3930,"Col-0 - WW",0.598456105312621,0.0357005098584673,9,0.0126220363063697,0.0274418411208409,0.598456105312621,2.72916666666667
3960,"Col-0 - WW",0.605467523597965,0.0399380788150176,9,0.0141202431788309,0.0306991249665135,0.605467523597965,2.75
3990,"Col-0 - WW",0.607599881819227,0.0413542216996523,9,0.014620925297258,0.0317876687491827,0.607599881819227,2.77083333333333
4020,"Col-0 - WW",0.617785380008162,0.0437711785192367,9,0.0154754485757396,0.0336455062227065,0.617785380008162,2.79166666666667
4050,"Col-0 - WW",0.622677946199088,0.0476570821420108,9,0.0168493229770901,0.0366324761637471,0.622677946199088,2.8125
4080,"Col-0 - WW",0.630700803010497,0.0455333578488035,9,0.0160984730525413,0.035000037163024,0.630700803010497,2.83333333333333
4110,"Col-0 - WW",0.643972177450888,0.0410619018468726,9,0.01451757462217,0.0315629718194119,0.643972177450888,2.85416666666667
4140,"Col-0 - WW",0.648283176974227,0.0409750325317707,9,0.0144868616812772,0.0314961981527961,0.648283176974227,2.875
4170,"Col-0 - WW",0.654505176111506,0.0410275248951943,9,0.0145054205343459,0.03153654735517,0.654505176111506,2.89583333333333
4200,"Col-0 - WW",0.661068134767669,0.0401914651744313,9,0.0142098287853317,0.030893894964051,0.661068134767669,2.91666666666667
4230,"Col-0 - WW",0.666978701619184,0.0391184427150929,9,0.0138304580566498,0.0300690968879172,0.666978701619184,2.9375
4260,"Col-0 - WW",0.666978701619184,0.0391184427150929,9,0.0138304580566498,0.0300690968879172,0.666978701619184,2.95833333333333
4290,"Col-0 - WW",0.672242927104162,0.0409775143691979,9,0.0144877391433145,0.0314981058619195,0.672242927104162,2.97916666666667
4320,"Col-0 - WW",0.672242927104162,0.0409775143691979,9,0.0144877391433145,0.0314981058619195,0.672242927104162,3
4350,"Col-0 - WW",1.14217309561595,0.0803412738767242,9,0.0284049297836987,0.0617557699290988,1.14217309561595,3.02083333333333
